,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
451,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Stanbury,35.79339,-78.635488,Gastropub
452,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Pelagic Beer and Wine,35.78894161682428,-78.63399024920695,Beer Garden
453,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Oakwood Pizza Box,35.788553453860565,-78.63435531889321,Pizza Place
454,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Person Street Pharmacy,35.789052426648325,-78.6342846712803,Pharmacy
455,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Mordecai Historic Park,35.79277113130882,-78.63314151763916,Park
456,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Bad Daddy's,35.78875526594408,-78.63991171155466,Burger Joint
457,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Sunflower's Café,35.7883773015783,-78.63928783588638,Sandwich Place
458,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Logan Trading Co.,35.78995734603191,-78.64060790958236,Garden Center
459,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Peace China Restaurant,35.790790126699754,-78.63980884367537,Chinese Restaurant
460,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,BREW | Coffee Bar,35.78868049456752,-78.64010250832617,Coffee Shop
461,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,18 Seaboard,35.78914089306498,-78.63976732087703,Seafood Restaurant
462,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,J. Betski's,35.78944065427478,-78.64034758814871,German Restaurant
463,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,O2 Fitness Clubs / Seaboard,35.790341916201676,-78.63978979191378,Gym / Fitness Center
464,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Seaboard Wine Warehouse,35.79021200378003,-78.63997421916558,Wine Shop
465,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Oak & Dagger Public House,35.78932259347494,-78.63926384329065,Pub
466,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Night Kitchen,35.78931690216374,-78.64053354290738,Bakery
467,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Seaboard Station,35.790212536745734,-78.64000797271729,Shopping Mall
468,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Seaboard Café,35.790078256778465,-78.64088005684063,Café
469,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Historic Mordecai,35.78806000705718,-78.63519426916858,Historic Site
470,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Donatos Pizza,35.788563330943255,-78.63998919725418,Pizza Place
471,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Retro Fitness,35.79515559765583,-78.6354374885559,Gym
472,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Retro Fitness,35.79042140469594,-78.63346070051199,Gym / Fitness Center
473,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Marsh Woodwinds,35.78948035313137,-78.63455186598372,Music Store
474,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Two Roosters Ice Cream,35.790246,-78.63477,Ice Cream Shop
475,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,So & So Books,35.789197796359424,-78.63430448430177,Bookstore
476,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Person Street Pharmacy Cafe,35.7890692343125,-78.6342701145199,Café
477,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Raleigh Trolley,35.79234,-78.633268,Tour Provider
478,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Capitol park,35.79259423557668,-78.63757697191235,Sculpture Garden
479,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Halifax Soccer Field,35.792521427168495,-78.63841921607565,Soccer Field
480,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Browne-McPherson Music Building,35.788384918765466,-78.63820552825928,College Arts Building
481,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Gallery C,35.78748231537101,-78.6359977450281,Art Gallery
482,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Oakwood Common,35.78792483737525,-78.63221700482664,Playground
483,"Mordecai, Raleigh, NC",35.790676,-78.6354149809465,Galatea Boutique,35.78932867931623,-78.64039181285706,Boutique
484,"Avington Place, Raleigh, NC",35.8434867,-78.5378045511919,Buffaloe Road Athletic Park,35.84024317429418,-78.53912434829614,Park
485,"Avington Place, Raleigh, NC",35.8434867,-78.5378045511919,Jaker's Haus,35.84477615356445,-78.53834533691406,Public Art
486,"Evian Heights at Heron Park, Raleigh, NC",35.87772385,-78.5186927453463,Eden Anne Films,35.874276,-78.51955599999997,Business Service
487,"Drewry Hills, Raleigh, NC",35.82664095,-78.6446064696256,Capital Area Greenway,35.82439497739879,-78.64507934488903,Trail
488,"Drewry Hills, Raleigh, NC",35.82664095,-78.6446064696256,Lassiter Mill Historical Park,35.82644083707624,-78.65007057531973,Park
489,"Drewry Hills, Raleigh, NC",35.82664095,-78.6446064696256,Lassiter Falls,35.82729870749116,-78.64935112446734,Lake
490,"Glenlake Gardens, Raleigh, NC",35.8332593,-78.6916654085566,Lexington Farms Dog Park,35.83197323979645,-78.69491649138538,Dog Run
491,"Glenlake Gardens, Raleigh, NC",35.8332593,-78.6916654085566,GlenLake Cafe,35.83607084254519,-78.68899357848258,Deli / Bodega
492,"Glenlake Gardens, Raleigh, NC",35.8332593,-78.6916654085566,Lexington Farms Workout Facility,35.83272016369366,-78.69641171962074,Gym
493,"Glenlake Gardens, Raleigh, NC",35.8332593,-78.6916654085566,"Oak Grove Technologies, Llc.",35.836535,-78.687916,IT Services
494,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,Debby's Hallmark,35.86642102577968,-78.61851677763924,Gift Shop
495,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,Saint Jacques,35.866195390087725,-78.61801924295717,French Restaurant
496,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,Harris Teeter,35.86573940976497,-78.61861575989143,Supermarket
497,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,Burger 21,35.86685393670954,-78.61953021064528,Burger Joint
498,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,Great Clips,35.86621071368007,-78.61823916435242,Salon / Barbershop
499,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,Jet's Pizza,35.86664737833171,-78.61866973677671,Pizza Place
500,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,Cafe Tiramisu,35.866828108952845,-78.61956528449177,Italian Restaurant
501,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,North Ridge Pub,35.86682668080846,-78.6195237417131,Pub
502,"Northwyck, Raleigh, NC",35.8684179,-78.6145394,Papa Murphy's Take and Bake Pizza,35.865635,-78.617874,Pizza Place
503,"Deer Trail, Raleigh, NC",37.7492933,-81.0765118,Little Beaver Campground,37.752023524110015,-81.07710148452475,Campground
504,"Olde Towne, Raleigh, NC",35.8355111,-78.7122481057199,Olde Raleigh Apartments Pool,35.833935047199574,-78.70973487274843,Pool
505,"Olde Towne, Raleigh, NC",35.8355111,-78.7122481057199,Highlands Of Olde Raleigh Pool,35.832668,-78.711909,Pool
506,"Olde Towne, Raleigh, NC",35.8355111,-78.7122481057199,4601 Gym,35.833796538858266,-78.71526074429929,Gym
507,"Olde Towne, Raleigh, NC",35.8355111,-78.7122481057199,TheBackPorch,35.839229,-78.712669,Scenic Lookout
508,"Olde Towne, Raleigh, NC",35.8355111,-78.7122481057199,Richland Townes Pool,35.83544573346702,-78.71736288070679,Pool
509,"Olde Towne, Raleigh, NC",35.8355111,-78.7122481057199,Richland Run Pool,35.83703,-78.71727,Hotel Pool
510,"Brookside Dr, Raleigh, NC",35.7994494,-78.6248945,Circus Family Restaurant,35.80042027505868,-78.62487602882305,Hot Dog Joint
511,"Brookside Dr, Raleigh, NC",35.7994494,-78.6248945,Watkin's Grill,35.8018616858869,-78.6250038848085,American Restaurant
512,"Brookside Dr, Raleigh, NC",35.7994494,-78.6248945,Slingshot Coffee Co. Weekend,35.798141471794224,-78.62402251709936,Coffee Shop
513,"Brookside Dr, Raleigh, NC",35.7994494,-78.6248945,Real Fitt,35.79879376629402,-78.6243902578404,Gym / Fitness Center
514,"Brookside Dr, Raleigh, NC",35.7994494,-78.6248945,Cash Points,35.79931354406911,-78.62504775452634,ATM
515,"Brookside Dr, Raleigh, NC",35.7994494,-78.6248945,Confectionate Cakes,35.79855840002475,-78.62789619704746,Bakery
516,"Brookside Dr, Raleigh, NC",35.7994494,-78.6248945,Picasso Pawn,35.80247567,-78.62310059,Pawn Shop
517,"Johns Pointe, Raleigh, NC",35.72751205,-78.5473130852231,Food Lion Grocery Store,35.72335029798395,-78.54784686785148,Supermarket
518,"Johns Pointe, Raleigh, NC",35.72751205,-78.5473130852231,CVS pharmacy,35.72495032264164,-78.54854739041964,Pharmacy
519,"Johns Pointe, Raleigh, NC",35.72751205,-78.5473130852231,Pizza Hut,35.72438528546944,-78.54853525757784,Pizza Place
520,"Johns Pointe, Raleigh, NC",35.72751205,-78.5473130852231,McDonald's,35.72373504571587,-78.5470039792317,Fast Food Restaurant
521,"Johns Pointe, Raleigh, NC",35.72751205,-78.5473130852231,The Shoppes at Battle Bridge shopping center,35.72483946387162,-78.54819250275946,Shopping Plaza
522,"Avenshire, Raleigh, NC",35.75035355,-78.7185033365359,Hidden Heaven Farm,35.750214,-78.717954,Food
523,"Avenshire, Raleigh, NC",35.75035355,-78.7185033365359,Caspar Park,35.75030869420765,-78.71708393096924,Park
524,"Avenshire, Raleigh, NC",35.75035355,-78.7185033365359,Meadowoods Pool,35.753765,-78.716607,Pool
525,"Avenshire, Raleigh, NC",35.75035355,-78.7185033365359,Inter-Faith Food Shuttle Teaching Farm,35.74832463302364,-78.71426411682704,Farm
526,"Avenshire, Raleigh, NC",35.75035355,-78.7185033365359,Silver Moon Palace,35.75109996720918,-78.71329953739914,Wine Bar
527,"Cardinal Hills, Raleigh, NC",35.7761029,-78.7109136480401,Powell Park,35.778589815633985,-78.71386546303965,Park
528,"Cardinal Hills, Raleigh, NC",35.7761029,-78.7109136480401,Kaplan Drive Park,35.77494628472003,-78.71171951293944,Park
529,"Brookview, Raleigh, NC",35.7921246,-78.6280142160894,Brookside Market & Deli,35.7928535260947,-78.62470461853589,Convenience Store
530,"Brookview, Raleigh, NC",35.7921246,-78.6280142160894,Oakwood Dog Park,35.79036561835162,-78.62376235272075,Dog Run
531,"Brookview, Raleigh, NC",35.7921246,-78.6280142160894,Mordecai Historic Park,35.79277113130882,-78.63314151763916,Park
532,"Brookview, Raleigh, NC",35.7921246,-78.6280142160894,Oakwood Park,35.79118794470986,-78.62360133544576,Park
533,"Brookview, Raleigh, NC",35.7921246,-78.6280142160894,Brookside Pizzeria,35.79268644379452,-78.6248039152227,Pizza Place
534,"Brookview, Raleigh, NC",35.7921246,-78.6280142160894,Brookside Market & Pizza,35.792823,-78.624718,Pizza Place
535,"Edmund St, Raleigh, NC",35.793939,-78.622939,Brookside Market & Deli,35.7928535260947,-78.62470461853589,Convenience Store
536,"Edmund St, Raleigh, NC",35.793939,-78.622939,Oakwood Dog Park,35.79036561835162,-78.62376235272075,Dog Run
537,"Edmund St, Raleigh, NC",35.793939,-78.622939,Oakwood Park,35.79118794470986,-78.62360133544576,Park
538,"Edmund St, Raleigh, NC",35.793939,-78.622939,Slingshot Coffee Co. Weekend,35.798141471794224,-78.62402251709936,Coffee Shop
539,"Edmund St, Raleigh, NC",35.793939,-78.622939,Brookside Market & Pizza,35.792823,-78.624718,Pizza Place
540,"Edmund St, Raleigh, NC",35.793939,-78.622939,Brookside Pizzeria,35.79268644379452,-78.6248039152227,Pizza Place
541,"Edmund St, Raleigh, NC",35.793939,-78.622939,Fig,35.792393,-78.62466,Café
542,"Bleeker Court, Raleigh, NC",35.788516,-78.710801,Pam's Farmhouse,35.78639673054431,-78.71217357781907,Southern / Soul Food Restaurant
543,"Bleeker Court, Raleigh, NC",35.788516,-78.710801,The Goat Bar,35.7861639081164,-78.71199342186293,Dive Bar
544,"Bleeker Court, Raleigh, NC",35.788516,-78.710801,Enterprise Rent-A-Car,35.79048450011459,-78.71552154421806,Rental Car Location
545,"Bleeker Court, Raleigh, NC",35.788516,-78.710801,BP,35.78622811,-78.71237302,Gas Station
546,"Bleeker Court, Raleigh, NC",35.788516,-78.710801,American Woodyards,35.79189528997312,-78.71199952058325,Other Great Outdoors
547,"Bleeker Court, Raleigh, NC",35.788516,-78.710801,Capital Bargain Barn,35.79096841,-78.71389942,Business Service
548,"Bleeker Court, Raleigh, NC",35.788516,-78.710801,Smith Hardware & Garden,35.791197,-78.714973,Hardware Store
549,"Bleeker Court, Raleigh, NC",35.788516,-78.710801,Triangle Rent A Car,35.79048419974618,-78.71559295123554,Rental Car Location
550,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,Peking Garden,35.8555195749644,-78.63989359930486,Chinese Restaurant
551,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,The Honey Baked Ham Company,35.8535069,-78.6428902,Deli / Bodega
552,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,Baskin-Robbins,35.853248450177276,-78.64299318292872,Ice Cream Shop
553,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,Food Lion Grocery Store,35.854909950587164,-78.64072713192202,Supermarket
554,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,Subway,35.854383517044965,-78.64080934366342,Sandwich Place
555,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,Dunkin' Donuts,35.85308882758534,-78.64297886138635,Donut Shop
556,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,KFC,35.855393,-78.641148,Fast Food Restaurant
557,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,Fifth Third Bank & ATM,35.85633747978416,-78.64048540592188,Bank
558,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,The Bull And Bear,35.85561589352165,-78.64032527404814,Bar
559,"Crestview, Raleigh, NC",35.85244855,-78.6397736915404,North Hills Animal Hospital & Resort,35.85169262,-78.64359683,Veterinarian
560,"Lambshire Downs, Raleigh, NC",35.85620915,-78.6727946805304,Studio D.,35.854117981978455,-78.66908980679777,Music Venue
561,"Lambshire Downs, Raleigh, NC",35.85620915,-78.6727946805304,The Smush Cottage,35.854011936947074,-78.66914520036453,Candy Store
562,"Lambshire Downs, Raleigh, NC",35.85620915,-78.6727946805304,Atlantic Millbrook Fitness Center,35.85850808813724,-78.66900671639004,Gym / Fitness Center
563,"Lambshire Downs, Raleigh, NC",35.85620915,-78.6727946805304,Precision Striping And Lot Restorations,35.85428,-78.67704,Construction & Landscaping
564,"Falls View, Raleigh, NC",35.93594255,-78.5816341350749,Upper Neuse Greenway,35.93857197519527,-78.58011037432836,Trail
565,"Falls View, Raleigh, NC",35.93594255,-78.5816341350749,Subway,35.93209779103312,-78.58080340589571,Sandwich Place
566,"Falls View, Raleigh, NC",35.93594255,-78.5816341350749,Pintlifters Union Local 813,35.93692420320287,-78.5806855559349,Beer Garden
567,"Falls View, Raleigh, NC",35.93594255,-78.5816341350749,Paddle Creek,35.9392596,-78.57952952384949,Lake
568,"Falls View, Raleigh, NC",35.93594255,-78.5816341350749,Falls Dam Country Store,35.93988829649472,-78.58004384304735,Grocery Store
569,"Falls View, Raleigh, NC",35.93594255,-78.5816341350749,Falls Dam Canoe Launch,35.939610740678674,-78.57868143479641,Outdoors & Recreation
570,"Falls View, Raleigh, NC",35.93594255,-78.5816341350749,Tailrace Fishing Area,35.94017674036649,-78.58310978065015,Trail
571,"Cooke St, Raleigh, NC",35.7821685,-78.6280846,Side Street Cafe,35.783577818588064,-78.63309078486816,Café
572,"Cooke St, Raleigh, NC",35.7821685,-78.6280846,Stylemasters Hair Salon,35.780325723365536,-78.62387842883781,Cosmetics Shop
573,"Cooke St, Raleigh, NC",35.7821685,-78.6280846,Anisette Little Shop,35.783556,-78.632983,Bakery
574,"Brandermill, Raleigh, NC",35.8640478,-78.668228397137,deja mi HQ2,35.866131,-78.6663,Office
575,"Brandermill, Raleigh, NC",35.8640478,-78.668228397137,Hershey Park,35.86164677272974,-78.66977114553366,Boat or Ferry
576,"Brandermill, Raleigh, NC",35.8640478,-78.668228397137,Lakepark Swim Club,35.86391509057746,-78.66450445578647,Pool
577,"Brandermill, Raleigh, NC",35.8640478,-78.668228397137,marco,35.864419,-78.66331,ATM
578,"Enclave at Forestville Farms, Raleigh, NC",35.86961025,-78.5238344136962,CVS pharmacy,35.87115231617266,-78.52871287587472,Pharmacy
579,"Enclave at Forestville Farms, Raleigh, NC",35.86961025,-78.5238344136962,Olf Manor,35.868551676600624,-78.52298319339752,Bar
580,"Enclave at Forestville Farms, Raleigh, NC",35.86961025,-78.5238344136962,Weber Stadium,35.86745002896043,-78.52295495249653,Beer Garden
581,"Enclave at Forestville Farms, Raleigh, NC",35.86961025,-78.5238344136962,Massey Preserve Playground,35.866084,-78.521758,Playground
582,"Lands End at Eaglechase, Raleigh, NC",35.7511101,-78.5579770904088,Denis Residential and Commercial Cleaning Service,35.75061344598926,-78.5589462518692,Home Service
583,"Lands End at Eaglechase, Raleigh, NC",35.7511101,-78.5579770904088,Boxer Brewing,35.75208604,-78.55567604,Brewery
584,"Home Acres, Raleigh, NC",35.7394714,-78.6358957774528,Mortiz Cleaning Service LLC,35.73890143120118,-78.6340320110321,Home Service
585,"Home Acres, Raleigh, NC",35.7394714,-78.6358957774528,club 30+,35.741527854443945,-78.63642995696429,Bar
586,"Home Acres, Raleigh, NC",35.7394714,-78.6358957774528,rush mart,35.741668701171875,-78.63646697998047,Convenience Store
587,"Brightwater, Raleigh, NC",35.9468521,-78.6121096048729,Dixie Tree Service,35.9461,-78.6097,Construction & Landscaping
588,"Brightwater, Raleigh, NC",35.9468521,-78.6121096048729,Banbury Woods,35.944116375139984,-78.61574264844351,Housing Development
589,"Norwood Crest, Raleigh, NC",36.610155,-79.37923,Hile's,36.611352,-79.380465,Flower Shop
590,"Norwood Crest, Raleigh, NC",36.610155,-79.37923,"Draeger, Inc.",36.612099,-79.383713,Miscellaneous Shop
591,"Dillard, Raleigh, NC",35.75253705,-78.7300381610131,Kocina,35.753873627696805,-78.73279975097152,Food Truck
592,"Dillard, Raleigh, NC",35.75253705,-78.7300381610131,The Pool @ The Enclave at Crossroads,35.75521,-78.72957,Pool
593,"Dillard, Raleigh, NC",35.75253705,-78.7300381610131,Manna,35.751448515333756,-78.73336993811715,Food Truck
594,"Dillard, Raleigh, NC",35.75253705,-78.7300381610131,Geekfest,35.756124898233914,-78.73146057128906,Greek Restaurant
595,"Dillard, Raleigh, NC",35.75253705,-78.7300381610131,The Legacy At Crossroads Pool,35.75656056404114,-78.73101728,Pool
596,"Dillard, Raleigh, NC",35.75253705,-78.7300381610131,Fitness Center at Legacy Crossroads Apartments,35.75647425219177,-78.73148539876843,Gym
597,"Dillard, Raleigh, NC",35.75253705,-78.7300381610131,Legacy Pool,35.756618320852695,-78.73094523613153,Pool
598,"Carolina Pines, Raleigh, NC",35.74811035,-78.6576455082412,Walmart Vision Center,35.75067486854451,-78.65898550649241,Optical Shop
599,"Carolina Pines, Raleigh, NC",35.74811035,-78.6576455082412,Budget Inn,35.74786000186718,-78.65227644032942,Motel
600,"Lake Johnson Harbour, Raleigh, NC",35.76635075,-78.7136777429783,Lake Johnson Boat House,35.76250935329042,-78.71431839764595,Harbor / Marina
601,"Lake Johnson Harbour, Raleigh, NC",35.76635075,-78.7136777429783,Athens Drive Baseball,35.767574718088554,-78.71486763132336,Baseball Field
602,"Lake Johnson Harbour, Raleigh, NC",35.76635075,-78.7136777429783,Lake Johnson Pool,35.76739233333333,-78.71587121666667,Pool
603,"Lake Johnson Harbour, Raleigh, NC",35.76635075,-78.7136777429783,Current Marketing Services,35.76648504681783,-78.71086120605469,Business Service
604,"Lake Johnson Harbour, Raleigh, NC",35.76635075,-78.7136777429783,Lake Johnson Mews Pool,35.76442210301308,-78.7113233431013,Pool
605,"Lake Johnson Harbour, Raleigh, NC",35.76635075,-78.7136777429783,Lake Johnson Mews Dog Park,35.763745098114846,-78.71255472634739,Dog Run
606,"Salem Woods, Raleigh, NC",35.88889155,-78.6231781747667,Fiesta Brewing,35.889587,-78.621402,Brewery
607,"Salem Woods, Raleigh, NC",35.88889155,-78.6231781747667,"""Essential Style Professionals""",35.890142,-78.626969,Health & Beauty Service
608,"Salem Woods, Raleigh, NC",35.88889155,-78.6231781747667,Rebecca Adam Design,35.887113,-78.619458,Art Gallery
609,"Avallon, Raleigh, NC",35.8343533,-78.6989190511384,Laurel Hills Park,35.83073929328622,-78.69819488838377,Park
610,"Avallon, Raleigh, NC",35.8343533,-78.6989190511384,Lexington Farms Workout Facility,35.83272016369366,-78.69641171962074,Gym
611,"Avallon, Raleigh, NC",35.8343533,-78.6989190511384,Laurel Hills Community Center,35.83044431255043,-78.69845468720439,Playground
612,"Avallon, Raleigh, NC",35.8343533,-78.6989190511384,All Childrens Playground,35.830403726157606,-78.69751061373758,Playground
613,"Bashford Ridge, Raleigh, NC",35.78658135,-78.7411588722629,Ole Time Barbecue,35.787875491719255,-78.73866963322443,BBQ Joint
614,"Bashford Ridge, Raleigh, NC",35.78658135,-78.7411588722629,Around the World Market,35.78854561819762,-78.74383332162002,Food & Drink Shop
615,"Bashford Ridge, Raleigh, NC",35.78658135,-78.7411588722629,Wingate by Wyndham State Arena Raleigh/Cary,35.78992,-78.74327,Hotel
616,"Bashford Ridge, Raleigh, NC",35.78658135,-78.7411588722629,Commercial Pine Straw,35.78901354320901,-78.7410848567371,Flower Shop
617,"Bashford Ridge, Raleigh, NC",35.78658135,-78.7411588722629,sukhadia,35.78845702974795,-78.74400913948243,Indian Restaurant
618,"Bashford Ridge, Raleigh, NC",35.78658135,-78.7411588722629,Olive Green,35.78868,-78.74392,Indian Restaurant
619,"Bashford Ridge, Raleigh, NC",35.78658135,-78.7411588722629,McDonald's,35.7900515339928,-78.74076649546623,Fast Food Restaurant
620,"Blenheim Place, Raleigh, NC",35.8280744,-78.6720259207258,Hertz Rent a Car,35.828931348079024,-78.66867989344892,Rental Car Location
621,"Blenheim Place, Raleigh, NC",35.8280744,-78.6720259207258,Pool @ Beckanna,35.83144488042185,-78.66841131575923,Pool
622,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,McAlister's,35.86102388242189,-78.58275348461437,Deli / Bodega
623,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,Five Guys,35.860741673034866,-78.58265178317734,Burger Joint
624,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,Bojangles' Famous Chicken 'n Biscuits,35.85985207263876,-78.58241535728666,Fast Food Restaurant
625,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,Buffaloe Lanes North Bowling Center,35.862829083938784,-78.58867948269673,Bowling Alley
626,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,Raleigh Personal Training Center,35.8575613754167,-78.58724355697632,Gym / Fitness Center
627,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,Roll X Pro Shop,35.862868,-78.588606,Sporting Goods Shop
628,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,Raleigh Personal Training Center,35.862472504613265,-78.5894243203519,Gym / Fitness Center
629,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,Ryder Truck Rental,35.85692988629663,-78.58951302046198,Rental Car Location
630,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,Karate International,35.862939,-78.588757,Martial Arts Dojo
631,"Oak Forest Estates, Raleigh, NC",35.8596835,-78.5863656270621,The Fire House Casual Living,35.85852296063298,-78.58180136298547,Furniture / Home Store
632,"Banbury Woods Place, Raleigh, NC",35.8007787,-78.6740038,Hymettus Woods,35.80128538461468,-78.67627963488584,Field
633,"Banbury Woods Place, Raleigh, NC",35.8007787,-78.6740038,Little Lake Hill,35.803291,-78.677428,Neighborhood
634,"Green Acres, Raleigh, NC",35.8214534,-78.6465619143373,Capital Area Greenway,35.82439497739879,-78.64507934488903,Trail
635,"Green Acres, Raleigh, NC",35.8214534,-78.6465619143373,Rothgeb Park,35.82079089407867,-78.64343800902898,Park
636,"Green Acres, Raleigh, NC",35.8214534,-78.6465619143373,Whole Paycheck Market,35.82293173674695,-78.6498885468612,Snack Place
637,"Green Acres, Raleigh, NC",35.8214534,-78.6465619143373,St. David's Basketball Gym,35.82388381387896,-78.64992732980893,Basketball Court
638,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Synergy Spa,35.81525115108634,-78.66076076462616,Spa
639,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Glenwood Grill,35.81501873916729,-78.66104127577674,American Restaurant
640,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Hereghty Heavenly Delicious,35.81505099569398,-78.66068393146074,Dessert Shop
641,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Carolina Country Club,35.81691707226651,-78.65527510643005,Social Club
642,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Hako Sushi,35.81510125882188,-78.66108785270492,Sushi Restaurant
643,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Harris Teeter,35.815667479577165,-78.66059451291584,Supermarket
644,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Domino's Pizza,35.814903015854284,-78.66098821163177,Pizza Place
645,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Redbox,35.8164,-78.66062,Video Store
646,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,CCC Workout Room,35.81667876329149,-78.6557362240181,Gym
647,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,CCC Loggia,35.8175258468123,-78.65530139292157,Restaurant
648,"Glenanneve Place, Raleigh, NC",35.815798,-78.6585412,Carolina Country Club- Tennis Shop,35.81642274667039,-78.65403122439312,Tennis Court
649,"Rolling Acres, Raleigh, NC",30.621345,-88.2108366,No Mans Land,30.61945,-88.212352,Bike Rental / Bike Share
650,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,Laurel Hills Park,35.83073929328622,-78.69819488838377,Park
651,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,Tenko Japan,35.825377271037304,-78.7034442384167,Japanese Restaurant
652,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,Groovy Duck Bakery,35.82690759395239,-78.7034158560195,Bakery
653,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,Roly Poly,35.825380967649416,-78.70346810617679,Sandwich Place
654,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,Stromboli's,35.826921827002245,-78.70390196736892,Italian Restaurant
655,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,The UPS Store,35.826965348316044,-78.70354742558447,Shipping Store
656,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,Garmon Dafydd,35.829607062322516,-78.69753330945969,Supplement Shop
657,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,Laurel Hills Community Center,35.83044431255043,-78.69845468720439,Playground
658,"Blueberry Forest, Raleigh, NC",35.828675,-78.6997551234161,All Childrens Playground,35.830403726157606,-78.69751061373758,Playground
659,"Somerset Place, Raleigh, NC",35.85417415,-78.5686981752301,Brookes House,35.853747725486755,-78.5646915435791,Campground
660,"Somerset Place, Raleigh, NC",35.85417415,-78.5686981752301,pool of ridiculousness,35.854481754257726,-78.57300791239904,Pool
